[00:00.12] Hay
[00:35.76]  solo
[00:35.99]  pol
[00:36.32] v
[00:36.43] illo
[00:36.87]  en
[00:37.09]  el
[00:37.31]  p
[00:37.42] iso
[00:38.00] ,
[00:38.30]  sin
[00:38.41]  un
[00:38.50]  solo
[00:38.90]  cru
[00:39.20] j
[00:39.29] ido
[00:39.58]  r
[00:39.68] aro
[00:40.00]  a
[00:40.05]  las
[00:40.20]  tres
[00:40.41]  de
[00:40.51]  la
[00:40.61]  mañana
[00:41.00]  cuando
[00:41.72]  uno
[00:41.81]  escuch
[00:42.34] a
[00:42.44]  a
[00:42.53]  la
[00:42.71]  casa
[00:43.09]  mo
[00:43.25] verse
[00:43.70] .
[00:43.76]  Ni
[00:44.57]  una
[00:44.68]  term
[00:45.03] ita
[00:45.36]  toc
[00:45.71] ó
[00:45.94]  esa
[00:46.28]  mad
[00:46.61] era
[00:46.99] .
[00:47.00]  Y
[00:47.27]  lo
[00:47.27]  que
[00:47.71]  tengo
[00:48.00]  en
[00:48.18]  esa
[00:48.45]  ca
[00:48.68] ja
[00:48.81]  no
[00:48.99]  es
[00:49.27]  un
[00:49.35]  ven
[00:49.62] eno
[00:49.89]  en
[00:50.07]  el
[00:50.25]  sentido
[00:51.00]  en
[00:51.16]  que
[00:51.49]  la
[00:51.57]  gente
[00:51.98]  usa
[00:52.23]  la
[00:52.39]  palabra
[00:53.00] .
[00:53.00]  No
[00:53.59]  mata
[00:53.63]  a
[00:53.73]  mi
[00:53.94]  per
[00:54.26] ro
[00:54.47]  si
[00:54.68]  la
[00:54.89]  ol
[00:55.10] f
[00:55.20] ate
[00:55.53] a
[00:55.62] .
[00:56.15]  No
[00:56.57]  mata
[00:56.59]  a
[00:56.67]  las
[00:57.00]  ab
[00:57.20] e
[00:57.30] jas
[00:57.62]  de
[00:57.83]  mi
[00:58.04]  mujer
[00:58.57] .
[00:59.00]  No
[00:59.31]  mata
[00:59.55]  a
[00:59.64]  las
[00:59.92]  l
[01:00.01] omb
[01:00.29] rices
[01:00.75]  de
[01:00.93]  la
[01:01.11]  hu
[01:01.28] erta
[01:01.87] .
[01:02.00]  No
[01:02.12]  mata
[01:02.36]  a
[01:02.42]  los
[01:02.60]  chicos
[01:03.04]  que
[01:03.17]  and
[01:03.34] an
[01:03.45]  desc
[01:03.68] al
[01:03.79] zos
[01:03.99]  por
[01:04.25]  el
[01:04.41]  gal
[01:04.66] p
[01:04.74] ón
[01:05.01]  en
[01:05.18]  ver
[01:05.45] ano
[01:05.72] .
[01:06.00]  M
[01:06.09] ata
[01:06.65]  exactamente
[01:07.35]  una
[01:07.62]  cosa
[01:08.01] ,
[01:08.16]  cualquier
[01:09.38]  insect
[01:09.51] o
[01:09.65]  que
[01:09.87]  mu
[01:10.05] er
[01:10.25] da
[01:10.41]  mad
[01:10.68] era
[01:11.00]  trat
[01:11.42] ada
[01:11.73]  con
[01:12.09]  este
[01:12.55]  pol
[01:12.77] vo
[01:13.00] .
[01:13.00]  Y
[01:13.11]  mata
[01:13.66]  a
[01:13.88]  la
[01:13.99]  colon
[01:14.43] ia
[01:14.65]  ent
[01:14.98] era
[01:15.31] ,
[01:15.53]  no
[01:15.86]  a
[01:16.13]  uno
[01:16.19]  solo
[01:16.63] .
[01:16.99]  Mi
[01:17.53]  nombre
[01:17.93]  no
[01:18.16]  importa
[01:19.00] .
[01:19.00]  Lo
[01:19.30]  que
[01:19.37]  importa
[01:19.89]  es
[01:20.06]  que
[01:20.26]  lle
[01:20.48] vo
[01:20.63]  tre
[01:20.91] inta
[01:21.15]  y
[01:21.22]  dos
[01:21.44]  años
[01:21.81]  constru
[01:22.33] y
[01:22.51] endo
[01:22.70]  cas
[01:22.92] as
[01:23.07]  con
[01:23.29]  las
[01:23.51]  manos
[01:24.00] .
[01:24.00]  Que
[01:24.27]  aprend
[01:24.81] í
[01:24.99]  de
[01:25.17]  mi
[01:25.35]  vie
[01:25.62] jo
[01:25.80]  y
[01:25.96]  mi
[01:26.26]  vie
[01:26.34] jo
[01:26.52]  aprend
[01:27.06] ió
[01:27.33]  del
[01:27.60]  su
[01:27.78] yo
[01:28.00] .
[01:28.00]  Y
[01:28.08]  que
[01:28.55]  en
[01:28.57]  todo
[01:29.00]  ese
[01:29.25]  tiempo
[01:29.83]  no
[01:30.02]  llam
[01:30.41] é
[01:30.60]  una
[01:30.89]  sola
[01:31.28]  vez
[01:31.57]  a
[01:31.65]  una
[01:32.14]  empresa
[01:32.67]  de
[01:32.82]  fum
[01:33.11] ig
[01:33.30] ación
[01:34.00] .
[01:34.00]  No
[01:34.66]  porque
[01:34.76]  sea
[01:35.03]  t
[01:35.13] aca
[01:35.41] ño
[01:35.72] .
[01:36.00]  Porque
[01:36.84]  sé
[01:36.87]  lo
[01:37.06]  que
[01:37.30]  están
[01:37.86]  pul
[01:38.19] ver
[01:38.42] iz
[01:38.60] ando
[01:39.00] .
[01:39.00]  Y
[01:39.53]  porque
[01:39.64]  sé
[01:39.76]  que
[01:40.02]  lo
[01:40.14]  que
[01:40.37]  tengo
[01:40.77]  arriba
[01:41.21]  del
[01:41.44]  banco
[01:41.82]  funciona
[01:42.69]  mejor
[01:42.81] ,
[01:43.00]  dura
[01:44.00]  más
[01:44.99] .
[01:45.00]  Y
[01:45.21]  cu
[01:45.22] esta
[01:45.53]  menos
[01:45.92]  que
[01:46.16]  una
[01:46.38]  sola
[01:46.70]  vis
[01:46.91] ita
[01:47.15]  de
[01:47.30]  ellos
[01:47.69] .
[01:48.19]  Voy
[01:48.25]  a
[01:48.25]  most
[01:48.50] r
[01:48.56] arte
[01:48.81]  exactamente
[01:49.51]  que
[01:49.71]  es
[01:49.82] ,
[01:50.00]  como
[01:50.54]  se
[01:50.59]  usa
[01:50.81] ,
[01:51.00]  en
[01:51.39]  que
[01:52.00]  orden
[01:53.09] ,
[01:53.11]  con
[01:53.22]  que
[01:53.35]  cu
[01:53.45] esta
[01:53.66]  cada
[01:53.80]  cosa
[01:54.00]  y
[01:54.14]  donde
[01:55.00]  se
[01:55.13]  apl
[01:55.55] ica
[01:56.00] .
[01:56.00]  Después
[01:56.66]  te
[01:56.84]  voy
[01:56.86]  a
[01:56.92]  contar
[01:57.31]  la
[01:57.44]  parte
[01:57.77]  que
[01:57.97]  deber
[01:58.30] ía
[01:58.49]  pon
[01:58.69] erte
[01:58.95]  un
[01:59.08]  poco
[01:59.34]  inc
[01:59.54] ó
[01:59.67] mod
[01:59.89] o
[02:00.00] .
[02:00.00]  Que
[02:00.24]  es
[02:00.40]  que
[02:00.88]  las
[02:00.89]  empresas
[02:01.51]  de
[02:01.69]  control
[02:02.22]  de
[02:02.39]  plag
[02:02.69] as
[02:02.84]  de
[02:03.00]  tu
[02:03.18]  zona
[02:03.47]  saben
[02:04.02]  de
[02:04.18]  esto
[02:04.33]  desde
[02:04.72]  hace
[02:05.03]  40
[02:05.50]  años
[02:06.00] .
[02:06.00]  En
[02:06.13]  Australia
[02:06.73]  es
[02:06.89]  oblig
[02:07.19] atorio
[02:07.59]  tratar
[02:07.99]  la
[02:08.12]  mad
[02:08.32] era
[02:08.52]  estruct
[02:09.02] ural
[02:09.25]  con
[02:09.45]  esto
[02:09.72]  antes
[02:10.18]  de
[02:10.25]  vender
[02:10.58] la
[02:10.71] .
[02:11.00]  En
[02:11.14]  Haw
[02:11.36] ái
[02:12.09]  también
[02:12.17] .
[02:12.39]  En
[02:12.53]  la
[02:12.67]  mayor
[02:13.03]  parte
[02:13.55]  de
[02:13.59]  Estados
[02:14.07]  Unidos
[02:14.51]  la
[02:14.65]  mad
[02:14.87] era
[02:15.09]  nueva
[02:15.47]  de
[02:15.60]  constru
[02:16.12] cción
[02:16.58]  ya
[02:16.70]  viene
[02:17.07]  trat
[02:17.36] ada
[02:17.61]  con
[02:17.80]  esto
[02:18.09]  de
[02:18.23]  fá
[02:18.45] b
[02:18.52] rica
[02:19.00] .
[02:19.00]  Pero
[02:19.64]  acá
[02:19.68]  te
[02:19.80]  v
[02:19.88] enden
[02:20.28]  una
[02:20.52]  mad
[02:20.76] era
[02:21.00]  sin
[02:21.24]  tratar
[02:21.74] .
[02:22.00]  Te
[02:22.00]  co
[02:22.39] br
[02:22.45] an
[02:22.52]  la
[02:22.65]  fum
[02:22.85] ig
[02:22.98] ación
[02:23.37]  apart
[02:23.70] e
[02:23.75] .
[02:24.00]  Y
[02:24.06]  después
[02:24.67]  te
[02:24.73]  co
[02:24.86] br
[02:25.03] an
[02:25.12]  otra
[02:25.39]  fum
[02:25.59] ig
[02:25.72] ación
[02:26.17]  cada
[02:26.39]  seis
[02:26.66]  meses
[02:26.99]  para
[02:27.26]  siempre
[02:27.73] .
[02:28.00]  Porque
[02:28.58]  el
[02:28.58]  pol
[02:28.94] vo
[02:29.16]  que
[02:29.20]  tengo
[02:29.53]  en
[02:29.68]  el
[02:29.81]  banco
[02:30.18]  no
[02:30.32]  se
[02:30.46]  vuel
[02:30.75] ve
[02:30.91]  a
[02:30.96]  vender
[02:31.40]  solo
[02:31.69] .
[02:32.00]  Una
[02:32.33]  ca
[02:32.56] ja
[02:33.03]  te
[02:33.21]  dura
[02:33.51]  una
[02:33.85]  déc
[02:34.29] ada
[02:34.63] .
[02:35.00]  Una
[02:35.07]  fum
[02:35.74] ig
[02:35.80] ación
[02:36.30]  te
[02:36.48]  dura
[02:36.89]  tres
[02:37.22]  meses
[02:37.68] .
[02:38.00]  Qu
[02:38.46] éd
[02:38.65] ate
[02:39.10]  con
[02:39.44] m
[02:39.56] igo
[02:40.00] .
[02:40.00]  Para
[02:40.37]  el
[02:40.44]  final
[02:40.70]  de
[02:40.81]  este
[02:41.06]  video
[02:41.38]  vas
[02:41.57]  a
[02:41.63]  saber
[02:42.00]  cómo
[02:42.40]  prot
[02:42.72] eger
[02:43.03]  tu
[02:43.22]  casa
[02:43.51]  ent
[02:43.75] era
[02:44.00]  este
[02:44.53]  fin
[02:44.93]  de
[02:45.19]  semana
[02:46.00]  por
[02:46.25]  menos
[02:46.66]  de
[02:46.82]  lo
[02:46.98]  que
[02:47.26]  cu
[02:47.39] esta
[02:47.72]  una
[02:47.97]  sola
[02:48.30]  vis
[02:48.55] ita
[02:48.79]  de
[02:48.95]  la
[02:49.11]  fum
[02:49.36] ig
[02:49.52] adora
[02:50.00] .
[02:50.00]  Y
[02:50.13]  la
[02:50.22]  mad
[02:50.44] era
[02:50.66]  va
[02:50.81]  a
[02:50.88]  quedar
[02:51.32]  proteg
[02:51.77] ida
[02:51.98]  por
[02:52.20]  déc
[02:52.52] adas
[02:52.78] ,
[02:53.15]  no
[02:53.24]  por
[02:53.38]  meses
[02:53.76] .
[02:54.00]  Antes
[02:54.56]  de
[02:54.56]  most
[02:54.88] r
[02:54.95] arte
[02:55.26]  qué
[02:55.58]  hacer
[02:56.02] ,
[02:56.32]  te
[02:56.41]  tengo
[02:56.72]  que
[02:56.96]  contar
[02:57.43]  el
[02:57.60]  error
[02:58.00]  que
[02:58.24]  casi
[02:58.56]  todo
[02:58.88]  el
[02:59.04]  mundo
[02:59.44]  com
[03:00.00] ete
[03:00.00] .
[03:00.00]  Porque
[03:00.47]  si
[03:00.63]  no
[03:00.79]  entend
[03:01.31] és
[03:01.81]  esto
[03:01.85] ,
[03:01.96]  lo
[03:02.12]  demás
[03:02.59]  no
[03:02.80]  va
[03:02.91]  a
[03:02.99]  funcion
[03:03.54] ar
[03:03.81] .
[03:04.00]  Las
[03:04.21]  term
[03:04.49] itas
[03:04.77]  no
[03:04.91]  vienen
[03:05.32]  del
[03:05.54]  bos
[03:05.75] que
[03:06.00] .
[03:06.00]  No
[03:06.19]  vienen
[03:06.65]  vol
[03:06.90] ando
[03:07.23]  desde
[03:07.64]  el
[03:07.80]  campo
[03:08.21]  del
[03:08.46]  vec
[03:08.71] ino
[03:08.99] .
[03:09.15]  No
[03:09.20]  vienen
[03:09.61]  porque
[03:10.07]  hay
[03:10.30]  un
[03:10.45]  n
[03:10.52] ido
[03:10.75]  grande
[03:11.21]  en
[03:11.36]  algún
[03:11.82]  ár
[03:12.05] bol
[03:12.28]  le
[03:12.50] j
[03:12.50] ano
[03:13.00] .
[03:13.00]  Las
[03:13.23]  term
[03:13.53] itas
[03:13.83]  que
[03:14.06]  están
[03:14.52]  com
[03:14.75] i
[03:14.82] énd
[03:15.12] ote
[03:15.35]  la
[03:15.50]  mad
[03:15.88] era
[03:16.00]  ya
[03:16.15]  estaban
[03:16.68]  en
[03:16.83]  tu
[03:16.98]  propio
[03:17.44]  ter
[03:17.88] reno
[03:18.00]  mucho
[03:18.41]  antes
[03:18.82]  de
[03:18.98]  que
[03:19.23]  vos
[03:19.48]  comprar
[03:20.06] as
[03:20.38]  la
[03:20.71]  casa
[03:20.77] .
[03:21.00]  V
[03:21.07] iven
[03:21.34]  en
[03:21.49]  el
[03:21.63]  su
[03:21.76] elo
[03:22.12] ,
[03:22.20]  deb
[03:22.33] ajo
[03:22.58]  de
[03:22.68]  la
[03:22.82]  línea
[03:23.24]  de
[03:23.38]  la
[03:23.52]  tierra
[03:24.00] .
[03:24.00]  En
[03:24.26]  colon
[03:24.46] ias
[03:24.65]  que
[03:24.85]  pueden
[03:25.24]  tener
[03:25.57]  un
[03:25.70]  mill
[03:25.96] ón
[03:26.15]  de
[03:26.28]  individ
[03:26.73] u
[03:26.80] os
[03:26.80] .
[03:27.00]  Y
[03:27.31]  lo
[03:27.33]  único
[03:27.99]  que
[03:28.32]  hacen
[03:28.87]  todo
[03:29.53]  el
[03:29.78]  día
[03:30.00] ,
[03:30.13]  todos
[03:30.46]  los
[03:30.66]  días
[03:31.17] ,
[03:31.29]  es
[03:31.34]  buscar
[03:31.86]  mad
[03:32.12] era
[03:32.38]  h
[03:32.46] ú
[03:32.63] med
[03:32.88] a
[03:33.00] .
[03:33.28]  Mad
[03:33.34] era
[03:33.56]  con
[03:33.84]  un
[03:34.03]  poco
[03:34.41]  de
[03:34.60]  hum
[03:34.88] ed
[03:35.07] ad
[03:35.26] ,
[03:35.44]  en
[03:35.87]  contact
[03:36.30] o
[03:36.45]  direct
[03:37.02] o
[03:37.05]  o
[03:37.14]  indirect
[03:37.94] o
[03:37.99]  con
[03:38.27]  el
[03:38.46]  su
[03:38.65] elo
[03:38.99] ,
[03:39.26]  sin
[03:39.33]  ningún
[03:39.81]  tipo
[03:40.08]  de
[03:40.21]  trat
[03:40.50] amiento
[03:41.00] .
[03:41.00]  Eso
[03:41.52]  es
[03:41.73]  lo
[03:41.85]  que
[03:42.04]  comen
[03:42.56] ,
[03:42.76]  eso
[03:43.07]  es
[03:43.45]  lo
[03:43.49]  único
[03:44.12]  que
[03:44.43]  comen
[03:45.00] .
[03:45.00]  Si
[03:45.15]  vos
[03:45.59]  ten
[03:45.59] és
[03:45.81]  un
[03:45.96]  post
[03:46.26] e
[03:46.33]  de
[03:46.48]  qu
[03:46.63] inch
[03:46.95] o
[03:47.00]  cl
[03:47.15] av
[03:47.33] ado
[03:47.52]  en
[03:47.67]  la
[03:47.82]  tierra
[03:48.27]  sin
[03:48.49]  tratar
[03:49.00] ,
[03:49.18]  las
[03:49.71]  term
[03:49.86] itas
[03:50.24]  lo
[03:50.43]  van
[03:50.72]  a
[03:50.81]  encontrar
[03:51.66] .
[03:52.00]  Si
[03:52.43]  ten
[03:52.43] és
[03:52.95]  una
[03:53.02]  v
[03:53.04] iga
[03:53.30]  de
[03:53.47]  fund
[03:53.82] ación
[03:54.35]  apoy
[03:54.70] ada
[03:54.95]  cerca
[03:55.40]  del
[03:55.66]  su
[03:55.83] elo
[03:56.09] ,
[03:56.26]  la
[03:56.69]  van
[03:56.76]  a
[03:56.78]  encontrar
[03:57.58] .
[03:58.00]  Si
[03:58.01]  ten
[03:58.48] és
[03:58.77]  un
[03:59.16]  mach
[03:59.36] im
[03:59.54] bre
[03:59.83]  de
[04:00.06]  p
[04:00.11] ino
[04:00.40]  en
[04:00.65]  el
[04:00.78]  p
[04:00.87] iso
[04:01.22]  de
[04:01.35]  un
[04:01.54]  qu
[04:01.73] inch
[04:02.12] o
[04:02.21]  cer
[04:02.50] rado
[04:03.00]  donde
[04:03.23]  se
[04:03.32]  acum
[04:03.52] ula
[04:03.65]  hum
[04:03.79] ed
[04:03.88] ad
[04:04.00] ,
[04:04.23]  la
[04:04.81]  van
[04:04.83]  a
[04:04.92]  encontrar
[04:06.00] .
[04:06.00]  No
[04:06.30]  es
[04:06.36]  cuestión
[04:07.00]  de
[04:07.15]  si
[04:07.30] ,
[04:07.45]  es
[04:07.97]  cuestión
[04:08.39]  de
[04:08.45]  cuando
[04:09.00] .
[04:09.00]  Y
[04:09.08]  cuando
[04:09.72]  lo
[04:09.73]  encuent
[04:10.31] ren
[04:10.55] ,
[04:10.71]  no
[04:10.87]  te
[04:11.26]  vas
[04:11.28]  a
[04:11.36]  enter
[04:11.77] ar
[04:11.93]  durante
[04:12.51]  años
[04:13.00]  porque
[04:13.69]  las
[04:13.71]  term
[04:13.99] itas
[04:14.29]  comen
[04:14.73]  la
[04:14.82]  mad
[04:15.05] era
[04:15.28]  por
[04:15.51]  dentro
[04:16.00] ,
[04:16.15]  dej
[04:16.42] ando
[04:16.68]  la
[04:16.83]  c
[04:16.90] ás
[04:17.13] c
[04:17.23] ara
[04:17.43]  intact
[04:17.89] a
[04:18.00] .
[04:18.00]  Y
[04:18.39]  para
[04:18.47]  cuando
[04:19.05]  vos
[04:19.36]  ve
[04:19.53] as
[04:19.72]  el
[04:19.91]  primer
[04:20.49]  sign
[04:21.00] o
[04:21.06] ,
[04:21.13]  una
[04:21.33]  gal
[04:21.53] er
[04:21.66] ía
[04:21.85]  de
[04:21.98]  bar
[04:22.18] ro
[04:22.31]  en
[04:22.44]  una
[04:22.64]  p
[04:22.70] ared
[04:23.01] ,
[04:23.13]  un
[04:23.39]  cru
[04:23.46] j
[04:23.52] ido
[04:23.71]  r
[04:23.81] aro
[04:24.00] ,
[04:24.00]  una
[04:24.30]  v
[04:24.40] iga
[04:24.81]  que
[04:25.00]  s
[04:25.10] ede
[04:25.40]  cuando
[04:26.01]  la
[04:26.21]  ap
[04:26.41] ret
[04:26.71] ás
[04:27.04]  con
[04:27.31]  el
[04:27.51]  ded
[04:27.81] o
[04:28.08] ,
[04:28.16]  ya
[04:28.21]  hay
[04:28.29]  una
[04:28.42]  colon
[04:28.63] ia
[04:28.71]  activ
[04:28.92] a
[04:29.00]  de
[04:29.17]  varios
[04:29.69]  años
[04:30.12]  trabajando
[04:31.00]  tu
[04:31.33]  casa
[04:32.00] .
[04:32.00]  Eso
[04:32.47]  es
[04:32.50]  lo
[04:32.66]  que
[04:32.93]  te
[04:33.30]  quieren
[04:33.80]  vender
[04:34.36]  las
[04:34.64]  fum
[04:34.92] ig
[04:35.11] ador
[04:35.49] as
[04:35.66] .
[04:36.00]  El
[04:36.38]  miedo
[04:36.69]  a
[04:36.79]  ese
[04:37.09]  momento
[04:37.78] ,
[04:37.99]  la
[04:38.49]  idea
[04:38.53]  de
[04:38.65]  que
[04:38.90]  solo
[04:39.23]  ellos
[04:39.64]  pueden
[04:40.13]  detect
[04:40.62] arlo
[04:41.15] ,
[04:41.15]  solo
[04:41.63]  ellos
[04:41.87]  pueden
[04:42.36]  tratar
[04:42.83] lo
[04:43.00] ,
[04:43.00]  solo
[04:43.79]  ellos
[04:43.81]  tienen
[04:44.35]  el
[04:44.58]  qu
[04:44.71] ím
[04:44.98] ico
[04:45.25]  correct
[04:45.88] o
[04:46.00] ,
[04:46.27]  y
[04:46.28]  el
[04:46.59]  qu
[04:46.63] ím
[04:46.90] ico
[04:47.17]  que
[04:47.44]  us
[04:47.63] an
[04:48.00] ,
[04:48.05]  f
[04:48.10] ip
[04:48.29] ron
[04:48.58] il
[04:48.96] ,
[04:49.06]  b
[04:49.17] if
[04:49.25] ent
[04:49.54] rina
[04:50.08]  y
[04:50.08]  mid
[04:50.46] ac
[04:50.49] l
[04:50.57] op
[04:50.73] rid
[04:51.00] ,
[04:51.00]  son
[04:51.32]  neurot
[04:51.96] ó
[04:52.15] x
[04:52.25] icos
[04:52.67]  que
[04:52.98]  mat
[04:53.29] an
[04:53.50]  a
[04:53.63]  las
[04:53.91]  term
[04:54.33] itas
[04:54.94] ,
[04:55.00]  sí
[04:55.30] ,
[04:55.30]  pero
[04:55.99]  también
[04:56.04]  mat
[04:56.22] an
[04:56.34]  a
[04:56.40]  las
[04:56.58]  ab
[04:56.70] e
[04:56.76] jas
[04:57.00] ,
[04:57.00]  a
[04:57.09]  las
[04:57.38]  mar
[04:57.95] iqu
[04:58.23] itas
[04:58.33] ,
[04:58.52]  a
[04:58.61]  las
[04:58.89]  l
[04:58.99] omb
[04:59.70] rices
[04:59.75] ,
[05:00.00]  a
[05:00.10]  los
[05:00.40]  insect
[05:01.18] os
[05:01.19]  ben
[05:01.48] é
[05:01.67] fic
[05:01.96] os
[05:02.15]  del
[05:02.47]  su
[05:02.65] elo
[05:03.00] ,
[05:03.00]  y
[05:03.07]  a
[05:03.16]  los
[05:03.68]  pá
[05:03.79] jar
[05:03.94] os
[05:04.11]  que
[05:04.38]  se
[05:04.54]  comen
[05:04.97]  a
[05:05.05]  los
[05:05.31]  insect
[05:05.83] os
[05:06.00]  en
[05:06.20] ven
[05:06.43] en
[05:06.60] ados
[05:07.00] .
[05:07.00]  Te
[05:07.12]  limp
[05:07.18] ian
[05:07.42]  la
[05:07.93]  casa
[05:08.05]  de
[05:08.16]  un
[05:08.17]  problema
[05:08.68]  y
[05:08.74]  te
[05:08.86]  de
[05:08.98] jan
[05:09.17]  el
[05:09.29]  ter
[05:09.48] reno
[05:09.73]  est
[05:09.97] ér
[05:10.11] il
[05:10.24]  por
[05:10.42]  meses
[05:10.74] ,
[05:11.00]  lo
[05:11.16]  que
[05:11.41]  tengo
[05:11.82]  en
[05:11.98]  el
[05:12.29]  banco
[05:12.55]  no
[05:12.71]  funciona
[05:13.37]  así
[05:13.70] .
[05:14.00]  Lo
[05:14.30]  que
[05:14.94]  tengo
[05:15.56]  es
[05:15.90]  bor
[05:16.34] ax
[05:16.54] ,
[05:17.00]  bor
[05:17.37] ato
[05:17.46]  de
[05:17.61]  sod
[05:17.84] io
[05:18.00] ,
[05:18.30]  es
[05:18.60]  un
[05:19.53]  mineral
[05:20.00] ,
[05:20.00]  sale
[05:20.38]  de
[05:20.57]  la
[05:21.03]  tierra
[05:21.33] ,
[05:21.52]  de
[05:21.71]  dep
[05:22.27] ós
[05:22.30] itos
[05:22.65]  en
[05:22.84]  California
[05:23.79] ,
[05:24.16]  en
[05:24.22]  Tur
[05:24.41] qu
[05:24.64] ía
[05:24.81] ,
[05:25.03]  en
[05:25.36]  Bol
[05:25.55] ivia
[05:26.00] ,
[05:26.00]  lo
[05:26.18]  us
[05:26.18] an
[05:26.72]  en
[05:26.73]  jab
[05:26.99] ones
[05:27.35] ,
[05:27.53]  en
[05:27.71]  cosm
[05:28.15] ét
[05:28.35] icos
[05:28.74] ,
[05:28.89]  en
[05:29.07]  la
[05:29.26]  pasta
[05:29.71]  de
[05:29.89]  sold
[05:30.26] adura
[05:30.72] ,
[05:30.72]  en
[05:31.16]  la
[05:31.22]  fabric
[05:31.40] ación
[05:31.64]  de
[05:31.72]  vid
[05:31.84] rio
[05:32.01] .
[05:33.00]  Lo
[05:33.34]  us
[05:33.51] aban
[05:33.68]  las
[05:33.93]  ab
[05:34.10] uel
[05:34.35] as
[05:34.52]  para
[05:34.86]  la
[05:35.03] var
[05:35.28]  la
[05:35.45]  ro
[05:35.62] pa
[05:35.78] ,
[05:35.79]  lo
[05:36.32]  us
[05:36.39] aban
[05:36.65]  para
[05:36.98]  limp
[05:37.31] iar
[05:37.55]  plata
[05:38.00] ,
[05:38.00]  está
[05:38.72]  apro
[05:38.80] b
[05:38.81] ado
[05:39.04]  para
[05:39.36]  uso
[05:39.60]  aliment
[05:40.19] ario
[05:40.49]  en
[05:40.65]  muchos
[05:41.14]  países
[05:41.71]  como
[05:42.07]  conserv
[05:42.60] ante
[05:43.00] .
[05:43.00]  La
[05:43.05]  cantidad
[05:43.85]  que
[05:43.86]  neces
[05:44.19] itar
[05:44.45] ías
[05:44.71]  comer
[05:45.07]  para
[05:45.30]  enfer
[05:45.63] m
[05:45.69] arte
[05:46.00]  es
[05:47.00]  prá
[05:47.23] cticamente
[05:47.66]  la
[05:47.75]  misma
[05:48.00]  que
[05:48.25]  neces
[05:48.67] itar
[05:49.01] ías
[05:49.35]  comer
[05:49.77]  de
[05:49.94]  sal
[05:50.19]  de
[05:50.35]  mesa
[05:50.69] .
[05:51.00]  Le
[05:51.41]  pod
[05:51.41] és
[05:51.65]  dar
[05:51.95]  la
