[00:00.00]  Hay
[00:37.98]  a
[00:38.08]  mi
[00:38.28]  cara,
[00:38.88]  y
[00:39.06]  antes
[00:39.22]  de
[00:39.38]  mirarla
[00:39.74]  siquiera,
[00:40.52]  ya
[00:40.78]  sabía,
[00:41.52]  ese
[00:41.72]  olor
[00:42.20]  estaba
[00:42.58]  ahí.
[00:43.22]  Y
[00:43.38]  si
[00:43.54]  tu
[00:43.76]  perro
[00:44.22]  se
[00:44.62]  lame
[00:44.86]  las
[00:45.18]  patas
[00:45.56]  hasta
[00:45.88]  dejárselas
[00:46.74]  rojas,
[00:47.62]  húmedas,
[00:48.26]  mordidas,
[00:49.16]  y
[00:49.26]  peor
[00:49.58]  todavía,
[00:50.26]  de
[00:50.36]  noche,
[00:51.04]  quiero
[00:51.16]  que
[00:51.36]  te
[00:51.50]  quedes
[00:51.72]  conmigo
[00:52.22]  estos
[00:52.46]  minutos,
[00:53.28]  porque
[00:53.52]  lo
[00:53.70]  que
[00:53.80]  le
[00:54.02]  pasa
[00:54.20]  a
[00:54.32]  tu
[00:54.42]  perro
[00:54.90]  es
[00:55.20]  probablemente
[00:56.00]  lo
[00:56.24]  mismo
[00:56.66]  que
[00:56.80]  le
[00:57.00]  pasaba
[00:57.34]  a
[00:57.56]  Roko.
[00:57.96]  Y
[00:58.08]  lo
[00:58.30]  más
[00:58.56]  importante,
[00:59.36]  lo
[00:59.56]  más
[00:59.82]  probable,
[01:00.54]  es
[01:00.74]  que
[01:00.86]  eso
[01:01.14]  que
[01:01.26]  estás
[01:01.48]  haciendo
[01:01.82]  para
[01:02.06]  frenarlo,
[01:03.00]  con
[01:03.18]  toda
[01:03.40]  la
[01:03.54]  buena
[01:03.74]  intención
[01:04.10]  del
[01:04.30]  mundo,
[01:04.96]  en
[01:05.06]  realidad
[01:05.54]  lo
[01:05.84]  está
[01:06.04]  empeorando.
[01:07.08]  Sí,
[01:07.88]  escuchaste
[01:08.30]  bien,
[01:08.78]  empeorando.
[01:09.80]  Soy
[01:10.08]  en
[01:10.22]  Dr.
[01:10.70]  Federer,
[01:11.24]  y
[01:11.38]  esto
[01:11.58]  que
[01:11.72]  te
[01:11.88]  voy
[01:12.02]  a
[01:12.16]  contar
[01:12.32]  hoy
[01:12.56]  es
[01:12.96]  literalmente
[01:13.74]  lo
[01:13.98]  que
[01:14.22]  más
[01:14.52]  entra
[01:14.88]  a
[01:15.06]  mi
[01:15.30]  consultorio.
[01:16.20]  Un
[01:16.40]  dueño
[01:16.64]  agotado
[01:17.18]  que
[01:17.44]  ya
[01:17.70]  probó
[01:17.96]  de
[01:18.18]  todo,
[01:18.76]  el
[01:18.96]  collar
[01:19.16]  isabelino,
[01:20.12]  ese
[01:20.34]  cono
[01:20.52]  que
[01:20.68]  el
[01:20.88]  perro
[01:21.58]  odia,
[01:22.02]  la
[01:22.18]  crema
[01:22.36]  con
[01:22.56]  corticoides,
[01:23.62]  la
[01:23.74]  pastilla
[01:24.14]  carísima
[01:24.74]  para
[01:24.96]  la
[01:25.12]  alergia,
[01:25.86]  y
[01:25.92]  a
[01:26.00]  veces
[01:26.24]  mejora
[01:26.66]  una
[01:26.80]  semana,
[01:27.50]  y
[01:27.62]  el
[01:27.74]  dueño
[01:28.02]  respira
[01:28.42]  aliviado,
[01:29.22]  pero
[01:29.44]  apenas
[01:29.76]  se
[01:29.98]  corta
[01:30.24]  el
[01:30.38]  remedio,
[01:31.06]  el
[01:31.20]  perro
[01:31.40]  vuelve
[01:31.88]  exactamente
[01:32.70]  a
[01:32.84]  lo
[01:32.96]  mismo.
[01:33.68]  Slurp,
[01:34.36]  slurp,
[01:34.94]  slurp,
[01:35.64]  a
[01:35.72]  las
[01:35.86]  dos
[01:36.00]  de
[01:36.10]  la
[01:36.34]  mañana,
[01:36.98]  ese
[01:37.10]  sonido
[01:37.46]  que
[01:37.64]  ya
[01:37.90]  conoces
[01:38.22]  de
[01:38.48]  memoria
[01:38.80]  y
[01:39.18]  que
[01:39.32]  te
[01:39.58]  parte
[01:39.78]  el
[01:40.00]  corazón.
[01:40.52]  Y
[01:40.80]  acá
[01:41.02]  está
[01:41.20]  el
[01:41.40]  giro
[01:41.84]  que
[01:42.14]  casi
[01:42.60]  nadie
[01:42.88]  te
[01:43.12]  dice,
[01:43.70]  el
[01:43.94]  que
[01:44.04]  le
[01:44.38]  cambió
[01:44.62]  la
[01:44.86]  cara
[01:45.06]  a
[01:45.40]  la
[01:45.56]  dueña
[01:45.80]  de
[01:45.98]  Roko.
[01:46.40]  En
[01:47.04]  la
[01:47.22]  enorme
[01:47.60]  mayoría
[01:47.96]  de
[01:48.14]  esos
[01:48.34]  casos,
[01:49.06]  el
[01:49.16]  perro
[01:49.36]  no
[01:49.52]  tiene
[01:49.72]  una
[01:49.92]  alergia
[01:50.34]  al
[01:50.60]  pasto,
[01:51.34]  ni
[01:51.40]  al
[01:51.64]  polen,
[01:52.20]  ni
[01:52.34]  a
[01:52.48]  la
[01:52.64]  comida
[01:52.94]  como
[01:53.20]  le
[01:53.42]  dijeron.
[01:54.08]  Le
[01:54.32]  están
[01:54.54]  tratando
[01:54.98]  el
[01:55.18]  problema
[01:55.46]  equivocado.
[01:56.56]  Están
[01:56.76]  apagando
[01:57.22]  una
[01:57.52]  alarma
[01:58.08]  mientras
[01:58.44]  el
[01:58.66]  incendio
[01:59.16]  sigue
[01:59.46]  prendido
[01:59.92]  abajo.
[02:00.68]  Y
[02:00.78]  por
[02:01.00]  eso,
[02:01.50]  por
[02:01.74]  más
[02:01.98]  plata
[02:02.22]  que
[02:02.44]  gastes,
[02:03.18]  el
[02:03.38]  problema
[02:03.80]  siempre
[02:04.36]  vuelve.
[02:04.88]  Hoy
[02:05.02]  te
[02:05.22]  voy
[02:05.34]  a
[02:05.46]  dar
[02:05.76]  tres
[02:06.08]  cosas.
[02:06.88]  Primero,
[02:07.60]  un
[02:07.74]  test
[02:08.06]  que
[02:08.26]  puedes
[02:08.52]  hacer
[02:08.96]  vos
[02:09.24]  mismo
[02:09.66]  ahora,
[02:10.44]  sin
[02:10.54]  gastar
[02:11.10]  un
[02:11.40]  solo
[02:11.66]  peso,
[02:12.34]  para
[02:12.48]  saber
[02:12.78]  qué
[02:13.24]  tiene
[02:13.58]  tu
[02:13.86]  perro
[02:14.22]  de
[02:14.46]  verdad.
[02:14.82]  Segundo,
[02:15.94]  la
[02:16.08]  verdadera
[02:16.56]  causa
[02:16.90]  de
[02:17.18]  todo
[02:17.44]  esto,
[02:18.12]  y
[02:18.28]  por
[02:18.42]  qué
[02:18.48]  las
[02:18.80]  pastillas
[02:19.16]  te
[02:19.42]  fallan
[02:19.86]  una
[02:20.40]  y
[02:20.62]  otra
[02:20.88]  vez.
[02:21.56]  Y
[02:21.74]  tercero,
[02:22.56]  el
[02:22.72]  plan
[02:22.94]  completo
[02:23.52]  para
[02:23.86]  frenarlo,
[02:24.72]  el
[02:24.94]  alivio
[02:25.30]  que
[02:25.44]  puedes
[02:25.70]  empezar
[02:26.32]  hoy
[02:26.72]  mismo,
[02:27.32]  y
[02:27.48]  la
[02:27.64]  solución
[02:28.02]  de
[02:28.24]  fondo
[02:28.52]  para
[02:28.88]  que
[02:29.00]  no
[02:29.22]  vuelva
[02:29.72]  nunca
[02:30.14]  más.
[02:30.76]  Pero
[02:31.06]  presta
[02:31.34]  muchísima
[02:31.98]  atención,
[02:32.82]  porque
[02:33.06]  en
[02:33.24]  el
[02:33.42]  medio
[02:33.68]  te
[02:33.92]  voy
[02:34.08]  a
[02:34.16]  enseñar
[02:34.64]  una
[02:34.90]  señal,
[02:35.58]  una
[02:35.92]  sola,
[02:36.48]  que
[02:36.62]  no
[02:36.76]  es
[02:36.94]  hongo,
[02:37.46]  que
[02:37.60]  no
[02:37.74]  es
[02:37.92]  alergia,
[02:38.60]  y
[02:38.74]  que
[02:38.90]  significa
[02:39.32]  que
[02:39.52]  tenés
[02:39.76]  que
[02:39.90]  dejar
[02:40.30]  todo
[02:40.66]  e
[02:41.04]  ir
[02:41.22]  al
[02:41.38]  veterinario
[02:42.14]  hoy.
[02:42.48]  Al
[02:43.04]  final
[02:43.30]  te
[02:43.48]  la
[02:43.64]  marco
[02:44.02]  bien
[02:44.50]  clarita,
[02:45.22]  no
[02:45.44]  te
[02:45.58]  la
[02:45.76]  saltees.
[02:46.58]  Empecemos
[02:46.98]  por
[02:47.26]  el
[02:47.50]  test,
[02:48.10]  porque
[02:48.26]  quiero
[02:48.46]  que
[02:48.68]  hagas
[02:49.02]  algo
[02:49.56]  ya.
[02:50.20]  Si
[02:50.34]  tu
[02:50.58]  perro
[02:50.82]  está
[02:51.00]  cerca,
[02:51.88]  llámalo.
[02:52.56]  Agarra
[02:52.88]  una
[02:53.08]  de
[02:53.16]  sus
[02:53.40]  patitas
[02:53.96]  con
[02:54.24]  cuidado
[02:54.62]  y
[02:55.02]  ólela.
[02:55.74]  En
[02:56.00]  serio,
[02:56.74]  acerca
[02:56.98]  la
[02:57.14]  nariz
[02:57.54]  al
[02:57.72]  espacio
[02:58.16]  entre
[02:58.42]  los
[02:58.64]  deditos,
[02:59.48]  ahí
[02:59.60]  donde
[02:59.80]  la
[03:00.08]  piel
[03:00.20]  se
[03:00.54]  pliega,
[03:01.14]  donde
[03:01.28]  casi
[03:01.62]  nunca
[03:01.96]  mirás.
[03:02.72]  Ahora
[03:02.98]  decime,
[03:03.64]  ¿a
[03:03.82]  qué
[03:03.96]  huele?
[03:04.50]  Porque
[03:04.78]  hay
[03:04.96]  un
[03:05.06]  olor
[03:05.44]  muy
[03:05.84]  específico
[03:06.40]  que
[03:06.58]  estoy
[03:06.78]  buscando.
[03:07.30]  Un
[03:07.74]  olor
[03:08.10]  medio
[03:08.38]  a
[03:08.56]  humedad
[03:08.92]  guardada,
[03:09.78]  a
[03:09.88]  trapo
[03:10.16]  mojado,
[03:11.08]  a
[03:11.14]  queso
[03:11.44]  viejo,
[03:12.12]  a
[03:12.22]  levadura.
[03:13.24]  Muchísima
[03:13.62]  gente
[03:13.90]  me
[03:14.10]  dice
[03:14.28]  lo
[03:14.50]  mismo,
[03:14.98]  doctor,
[03:15.82]  huele
[03:16.02]  a
[03:16.18]  esos
[03:16.42]  snacks
[03:16.82]  de
[03:17.06]  maíz,
[03:17.64]  a
[03:17.80]  palitos,
[03:18.58]  a
[03:18.70]  nachos.
[03:19.48]  Un
[03:19.64]  olorcito
[03:20.12]  dunzón,
[03:21.10]  rancio,
[03:21.78]  que
[03:21.90]  no
[03:22.08]  es
[03:22.16]  el
[03:22.26]  olor
[03:22.52]  a
[03:22.64]  perro
[03:22.92]  normal
[03:23.24]  que
[03:23.50]  todos
[03:23.76]  conocemos.
[03:25.08]  Si
[03:25.22]  sentiste
[03:25.76]  ese
[03:25.94]  olor,
[03:26.84]  presta
[03:26.96]  atención,
[03:27.84]  porque
[03:28.02]  tengo
[03:28.24]  una
[03:28.48]  noticia
[03:28.88]  buena
[03:29.26]  y
[03:29.68]  una
[03:29.96]  mala.
[03:30.60]  La
[03:30.90]  mala,
[03:31.26]  te
[03:31.40]  la
[03:31.50]  digo
[03:31.64]  de
[03:31.88]  frente,
[03:32.50]  es
[03:32.66]  que
[03:32.76]  tu
[03:33.00]  perro
[03:33.44]  tiene
[03:33.64]  una
[03:34.08]  sobrepoblación
[03:34.96]  de
[03:35.20]  un
[03:35.42]  hongo
[03:35.60]  en
[03:35.90]  la
[03:36.12]  piel
[03:36.24]  de
[03:36.40]  las
[03:36.64]  patas.
[03:37.00]  La
[03:37.50]  buena,
[03:38.04]  y
[03:38.36]  esta
[03:38.50]  te
[03:38.62]  va
[03:38.78]  a
[03:38.78]  gustar,
[03:39.52]  es
[03:39.68]  que
[03:39.78]  es
[03:39.86]  de
[03:39.94]  las
[03:40.16]  cosas
[03:40.50]  más
[03:40.92]  comunes,
[03:41.74]  más
[03:42.04]  fáciles
[03:42.62]  y
[03:42.80]  más
[03:43.10]  baratas
[03:43.42]  de
[03:43.62]  resolver
[03:44.00]  que
[03:44.42]  existen
[03:44.78]  en
[03:44.88]  la
[03:45.06]  veterinaria.
[03:46.02]  Siempre
[03:46.40]  y
[03:46.50]  cuando,
[03:47.02]  sepas
[03:47.44]  qué
[03:47.82]  es
[03:47.90]  lo
[03:48.06]  que
[03:48.20]  estás
[03:48.44]  combatiendo.
[03:49.48]  Y
[03:49.62]  ahí
[03:49.84]  está
[03:50.06]  el
[03:50.24]  problema
[03:50.54]  de
[03:50.76]  fondo.
[03:51.44]  La
[03:51.56]  razón
[03:51.90]  por
[03:52.16]  la
[03:52.30]  que
[03:52.48]  tanta
[03:52.80]  gente
[03:53.16]  pelea
[03:53.58]  esto
[03:53.96]  durante
[03:54.50]  años
[03:55.00]  sin
[03:55.32]  ganar.
[03:56.08]  La
[03:56.26]  mayoría
[03:56.56]  le
[03:56.82]  apunta
[03:57.26]  al
[03:57.50]  enemigo
[03:57.86]  equivocado.
[03:58.80]  Le
[03:58.98]  disparan
[03:59.38]  a
[03:59.48]  la
[03:59.62]  alergia
[04:00.08]  cuando
[04:00.32]  el
[04:00.52]  enemigo
[04:00.88]  real
[04:01.24]  es
[04:01.66]  otro.
[04:02.24]  Así
[04:02.46]  que
[04:02.68]  guardate
[04:03.08]  ese
[04:03.34]  resultado,
[04:04.08]  el
[04:04.28]  del
[04:04.44]  olor,
[04:05.04]  porque
[04:05.26]  en
[04:05.42]  unos
[04:05.56]  minutos
[04:06.06]  lo
[04:06.32]  vamos
[04:06.52]  a
[04:06.68]  usar
[04:07.04]  con
[04:07.32]  otras
[04:07.66]  dos
[04:07.88]  señales
[04:08.40]  para
[04:08.78]  armar
[04:09.12]  el
[04:09.30]  diagnóstico
[04:10.04]  exacto
[04:10.62]  de
[04:10.76]  tu
[04:10.94]  perro.
[04:11.42]  Ese
[04:11.58]  olor
[04:12.20]  tiene
[04:12.48]  nombre.
[04:13.40]  Es
[04:13.54]  un
[04:13.74]  hongo,
[04:14.44]  una
[04:14.64]  levadura
[04:15.18]  para
[04:15.42]  ser
[04:15.62]  exactos,
[04:16.42]  que
[04:16.48]  se
[04:16.68]  llama
[04:17.06]  malacesia.
[04:18.44]  Y
[04:18.66]  ojo
[04:18.86]  con
[04:19.14]  esto,
[04:19.52]  es
[04:19.82]  la
[04:20.16]  clave
[04:20.38]  de
[04:20.66]  todo.
[04:21.24]  No
[04:21.40]  es
[04:21.66]  un
[04:21.80]  bicho
[04:22.04]  raro,
[04:22.70]  ni
[04:22.94]  exótico,
[04:23.78]  ni
[04:23.96]  algo
[04:24.20]  que
[04:24.38]  tu
[04:24.64]  perro
[04:24.90]  se
[04:25.24]  contagió
[04:25.50]  en
[04:25.62]  la
[04:25.82]  plaza.
[04:26.50]  La
[04:26.74]  malacesia
[04:27.58]  vive
[04:27.84]  normalmente
[04:28.80]  en
[04:29.14]  la
[04:29.36]  piel
[04:29.54]  de
[04:29.92]  todos
[04:30.18]  los
[04:30.44]  perros
[04:30.60]  del
[04:30.82]  mundo,
[04:31.38]  y
[04:31.58]  en
[04:31.62]  la
[04:31.82]  tuya
[04:32.00]  también.
[04:32.80]  En
[04:33.00]  cantidades
[04:33.54]  chiquitas,
[04:34.44]  no
[04:34.56]  molesta
[04:34.98]  a
[04:35.16]  nadie,
[04:35.70]  convive
[04:36.00]  en
[04:36.18]  paz.
[04:36.38]  El
[04:37.06]  drama
[04:37.32]  empieza
[04:37.88]  cuando
[04:38.34]  por
[04:38.66]  algún
[04:38.92]  motivo
[04:39.38]  se
[04:39.74]  multiplica
[04:40.34]  de
[04:40.56]  más
[04:40.78]  y
[04:41.06]  se
[04:41.46]  convierte
[04:41.90]  en
[04:42.16]  una
[04:42.46]  plaga.
[04:43.12]  ¿Y
[04:43.28]  dónde
[04:43.52]  le
[04:43.80]  encanta
[04:44.10]  multiplicarse?
[04:45.28]  En
[04:45.42]  lugares
[04:45.78]  tibios,
[04:46.64]  oscuros
[04:47.18]  y
[04:47.54]  húmedos.
[04:48.40]  Ahora
[04:48.56]  pensá,
[04:49.32]  ¿qué
[04:49.56]  parte
[04:49.88]  del
[04:50.08]  cuerpo
[04:50.40]  de
[04:50.52]  tu
[04:50.72]  perro
[04:51.18]  es
[04:51.52]  tibia,
[04:52.18]  oscura
[04:52.64]  y
[04:52.90]  húmeda?
[04:53.74]  Exacto,
[04:54.52]  el
[04:54.76]  espacio
[04:55.24]  entre
[04:55.68]  los
[04:55.94]  dedos
[04:56.18]  de
[04:56.32]  las
[04:56.54]  patas.
[04:57.00]  Es
[04:57.48]  el
[04:57.68]  criadero
[04:58.14]  perfecto.
[04:59.20]  Piel
[04:59.44]  plegada
[04:59.94]  que
[05:00.08]  no
[05:00.20]  ve
[05:00.34]  el
[05:00.52]  sol,
[05:01.10]  poca
[05:01.34]  ventilación,
[05:02.54]  humedad
[05:02.86]  atrapada.
[05:03.72]  Por
[05:03.92]  eso
[05:04.10]  las
[05:04.34]  patas.
[05:04.86]  Y
[05:05.24]  por
[05:05.46]  eso
[05:05.60]  también
[05:06.14]  las
[05:06.40]  orejas
[05:06.76]  caídas,
[05:07.70]  las
[05:07.90]  axilas,
[05:08.70]  los
[05:09.00]  pliegues
[05:09.26]  de
[05:09.42]  la
[05:09.60]  piel.
[05:10.00]  Cuando
[05:10.26]  ese
[05:10.54]  hongo
[05:10.78]  se
[05:11.02]  dispara,
[05:11.96]  la
[05:12.12]  piel
[05:12.26]  se
[05:12.58]  pone
[05:12.88]  intensamente
[05:13.98]  picante.
[05:15.12]  Y
[05:15.20]  no
[05:15.38]  hablo
[05:15.56]  de
[05:15.70]  una
[05:15.96]  cosquillita,
[05:16.96]  hablo
[05:17.26]  de
[05:17.40]  una
[05:17.64]  picazón
[05:18.18]  que
[05:18.48]  arde,
[05:19.12]  que
[05:19.38]  quema,
[05:20.02]  que
[05:20.14]  no
[05:20.28]  da
[05:20.48]  tregua
[05:20.82]  ni
[05:21.06]  de
[05:21.24]  día
[05:21.50]  ni
[05:21.84]  de
[05:22.04]  noche.
[05:22.68]  Imagínate
[05:23.18]  tener
[05:23.40]  una
[05:23.66]  picazón
[05:24.20]  feroz
[05:24.82]  que
[05:25.00]  no
[05:25.14]  te
[05:25.36]  podés
[05:25.56]  rascar
[05:26.06]  nunca.
[05:26.70]  Te
[05:26.84]  volverías
[05:27.34]  loco.
[05:28.00]  Bueno,
[05:28.60]  eso
[05:28.88]  siente
[05:29.18]  tu
[05:29.42]  perro.
[05:29.94]  ¿Y
[05:30.14]  qué
[05:30.22]  es
[05:30.40]  lo
[05:30.58]  único
[05:30.82]  que
[05:31.00]  puede
[05:31.22]  hacer
[05:31.50]  para
[05:31.74]  calmar
[05:32.06]  esa
[05:32.26]  tortura?
[05:32.78]  Se
[05:33.42]  lame,
[05:34.18]  se
[05:34.36]  muerde,
[05:35.14]  se
[05:35.34]  masca
[05:35.62]  los
[05:35.82]  dedos
[05:36.10]  con
[05:36.36]  desesperación
[05:37.14]  para
[05:37.60]  conseguir
[05:38.02]  aunque
[05:38.30]  sea
[05:38.64]  10
[05:38.96]  segundos
[05:39.42]  de
[05:39.66]  alivio.
[05:40.44]  Y
[05:40.50]  ahí,
[05:41.02]  justo
[05:41.38]  ahí,
[05:42.04]  está
[05:42.12]  la
[05:42.34]  trampa.
[05:43.08]  Ahí
[05:43.28]  está
[05:43.50]  la
[05:43.66]  razón
[05:43.96]  exacta
[05:44.48]  por
[05:44.70]  la
[05:44.82]  que
[05:44.86]  las
[05:45.14]  pastillas
[05:45.50]  para
[05:45.76]  la
[05:45.90]  alergia
[05:46.58]  nunca
[05:46.90]  lo
[05:47.16]  curan.
[05:47.62]  Mirá
[05:47.78]  bien
[05:47.92]  esto,
[05:48.50]  porque
[05:48.78]  es
[05:49.04]  el
[05:49.32]  corazón
[05:49.76]  de
[05:50.24]  todo
[05:50.40]  el
[05:50.70]  problema,
[05:51.30]  el
[05:51.56]  mecanismo
[05:52.24]  que
[05:52.74]  nadie
[05:52.98]  se
[05:53.22]  tome
[05:53.34]  el
[05:53.54]  tiempo
[05:53.76]  de
[05:54.10]  contarte.
[05:54.68]  Es
[05:54.90]  un
[05:55.12]  círculo
[05:55.50]  vicioso,
[05:56.42]  un
[05:56.60]  círculo
[05:57.02]  que
[05:57.22]  se
[05:57.48]  muerde
[05:57.76]  la
[05:58.00]  cola,
[05:58.58]  y
[05:58.86]  nunca
[05:59.20]  hubo
[05:59.44]  mejor
[05:59.82]  forma
[06:00.16]  de
[06:00.42]  decirlo
[06:01.04]  tratándose
[06:01.56]  de
[06:01.72]  un
[06:01.92]  perro.
[06:02.32]  Va
[06:03.14]  así.
[06:04.18]  El
[06:04.70]  hongo
[06:05.02]  produce
[06:05.52]  esa
[06:05.88]  picazón
[06:06.38]  terrible.
[06:07.84]  El
[06:08.22]  perro
[06:08.56]  se
[06:08.84]  lame
[06:09.04]  la
[06:09.24]  pata
[06:09.44]  para
[06:09.68]  calmarse.
[06:10.66]  Hasta
[06:10.80]  ahí
[06:10.94]  lo
[06:11.18]  entendemos
[06:11.56]  todos.
[06:12.34]  Pero
[06:12.40]  el
[06:12.60]  paso
[06:12.78]  3
[06:13.34]  es
[06:13.56]  el
[06:13.74]  que
[06:13.88]  casi
[06:14.36]  nadie
[06:14.56]  te
[06:14.94]  explica.
[06:15.70]  Esa
[06:15.90]  lengua
[06:16.50]  al
[06:16.66]  lamer
[06:17.14]  deja
[06:17.54]  saliva.
[06:18.34]  ¿Y
[06:18.48]  qué
[06:18.62]  es
[06:18.76]  la
[06:18.94]  saliva?
[06:19.86]  Humedad
[06:20.38]  y
[06:20.60]  calor.
[06:21.42]  ¿Y
[06:21.58]  qué
[06:21.76]  era
[06:21.86]  lo
[06:22.04]  que
[06:22.20]  más
[06:22.48]  amaba
[06:22.78]  el
[06:22.96]  hongo?
[06:23.82]  Humedad
[06:24.34]  y
[06:24.54]  calor.
[06:25.24]  Entonces
[06:25.52]  cada
[06:25.84]  vez
[06:26.02]  que
[06:26.14]  tu
[06:26.32]  perro
[06:26.56]  se
[06:26.78]  lame
[06:26.96]  para
[06:27.20]  aliviarse,
[06:28.08]  sin
[06:28.28]  querer,
[06:29.00]  le
[06:29.12]  está
[06:29.24]  dando
[06:29.50]  de
[06:29.74]  comer
[06:29.92]  al
[06:30.12]  enemigo,
[06:30.58]  le
[06:30.88]  está
[06:31.16]  regando
[06:31.58]  el
[06:31.74]  jardín.
[06:32.64]  El
[06:32.66]  hongo
[06:32.90]  crece
[06:33.32]  más,
[06:33.96]  pica
[06:34.26]  más,
[06:34.94]  el
[06:35.14]  perro
[06:35.48]  se
[06:35.68]  lame
[06:35.86]  más.
[06:36.48]  El
[06:36.68]  hongo
[06:37.20]  lo
[06:37.62]  obliga
[06:38.22]  a
[06:38.42]  lamerser.
[06:39.28]  Y
[06:39.46]  el
[06:39.60]  lamido
[06:40.10]  alimenta
[06:41.02]  al
[06:41.18]  hongo.
[06:42.02]  Vuelta
[06:42.62]  y
[06:42.98]  vuelta
[06:43.48]  y
[06:43.88]  vuelta.
[06:44.64]  Cada
[06:44.88]  día
[06:45.26]  un
[06:45.70]  poco
[06:45.98]  peor.
[06:46.78]  Por
[06:47.04]  eso,
[06:47.64]  ese
[06:47.84]  pelito
[06:48.22]  entre
[06:48.42]  los
[06:48.68]  dedos
[06:49.08]  se
[06:49.48]  tiñe
[06:49.74]  de
[06:49.92]  un
[06:50.06]  color
[06:50.36]  marrón
[06:50.78]  oxidado
[06:51.38]  o
[06:51.62]  rosado.
[06:52.60]  Mucha
[06:52.86]  gente
[06:53.14]  cree
[06:53.40]  que
[06:53.58]  es
[06:53.76]  sangre,
[06:54.34]  pero
[06:54.66]  no.
[06:55.20]  Es
[06:55.44]  la
[06:55.68]  saliva
[06:56.02]  acumulada
[06:56.88]  día
[06:57.24]  tras
[06:57.56]  día,
[06:57.82]  dibujando
[06:58.66]  el
[06:58.88]  mapa
[06:59.12]  de
[06:59.32]  la
[06:59.46]  batalla
[06:59.92]  que
[07:00.14]  tu
[07:00.36]  perro
[07:00.74]  viene
[07:01.00]  peleando
[07:01.52]  solo.
[07:02.28]  Y
[07:02.44]  ahora
[07:02.62]  entendés,
[07:03.46]  por
[07:03.64]  fin,
[07:04.32]  por
[07:04.44]  qué
[07:04.48]  la
[07:04.70]  pastilla
[07:05.26]  no
[07:05.52]  alcanza.
[07:06.36]  Y
[07:06.56]  acá
[07:06.74]  quiero
[07:06.94]  ser
[07:07.16]  honesto
[07:07.80]  y
[07:08.00]  justo.
[07:08.72]  La
[07:08.86]  pastilla
[07:09.22]  de
[07:09.36]  la
[07:09.50]  alergia
[07:09.96]  hace
[07:10.14]  una
[07:10.36]  cosa
[07:10.60]  buena.
[07:11.46]  Apaga
[07:11.76]  la
[07:11.88]  señal
[07:12.24]  de
[07:12.42]  picazón
[07:12.80]  en
[07:12.96]  el
[07:13.12]  cerebro.
[07:13.74]  El
[07:13.94]  perro
[07:14.30]  deja
[07:14.58]  de
[07:14.80]  sentir
[07:15.16]  las
[07:15.52]  ganas
[07:15.76]  de
[07:15.90]  rascarse.
[07:16.80]  Pero,
[07:17.46]  y
