[00:00.17]  Hay
[04:49.00]  que
[04:49.05]  dimensiones
[04:49.60]  bien
[04:49.87]  de
[04:49.98]  qué
[04:50.20]  dureza
[04:50.60]  estamos
[04:51.16]  hablando,
[04:51.92]  porque
[04:52.50]  dura
[04:52.88]  se
[04:53.07]  dice
[04:53.45]  fácil.
[04:54.56]  Hay
[04:54.73]  una
[04:54.76]  forma
[04:55.09]  de
[04:55.22]  medir
[04:55.55]  cuán
[04:55.87]  dura
[04:56.16]  es
[04:56.40]  una
[04:56.80]  madera,
[04:57.43]  se
[04:57.63]  llama
[04:58.17]  dureza
[04:58.78]  yanca
[04:59.30]  y
[04:59.50]  mide
[04:59.81]  la
[05:00.08]  fuerza
[05:00.51]  que
[05:00.64]  hace
[05:00.80]  falta
[05:01.14]  para
[05:01.64]  meterle
[05:01.76]  una
[05:02.25]  bolita
[05:02.58]  de
[05:02.74]  acero
[05:03.25]  para
[05:03.50]  que
[05:03.75]  tengas
[05:04.24]  una
[05:04.49]  referencia.
[05:05.84]  El
[05:05.94]  pino,
[05:06.44]  la
[05:06.59]  madera
[05:07.05]  del
[05:07.28]  corralón,
[05:08.13]  está
[05:08.68]  bien
[05:08.73]  abajo
[05:08.99]  en
[05:09.11]  esa
[05:09.29]  escala.
[05:10.08]  Es
[05:10.26]  blandita.
[05:11.40]  El
[05:11.46]  roble,
[05:11.79]  que
[05:11.99]  todos
[05:12.32]  consideramos
[05:13.11]  una
[05:13.36]  madera
[05:13.76]  dura
[05:14.13]  y
[05:14.29]  noble,
[05:14.81]  está
[05:15.15]  bastante
[05:15.71]  más
[05:16.35]  arriba.
[05:17.00]  Bueno,
[05:17.60]  el
[05:17.74]  quebracho
[05:18.39]  colorado
[05:18.98]  está
[05:19.35]  muy
[05:19.80]  por
[05:19.98]  encima
[05:20.33]  del
[05:20.57]  roble,
[05:21.13]  casi
[05:21.46]  al
[05:21.63]  tope
[05:21.94]  de
[05:22.09]  todo
[05:22.59]  lo
[05:22.69]  que
[05:22.83]  crece
[05:23.23]  en
[05:23.48]  el
[05:23.60]  planeta.
[05:24.96]  Es
[05:25.02]  de
[05:25.13]  esas
[05:25.29]  maderas
[05:25.75]  que
[05:25.96]  embotan
[05:26.42]  el
[05:26.55]  filo
[05:26.88]  de
[05:27.00]  una
[05:27.26]  sierra
[05:27.81]  en
[05:27.94]  un
[05:28.11]  rato
[05:28.48]  que
[05:28.66]  hacen
[05:29.00]  saltar
[05:29.78]  cispas
[05:30.28]  que
[05:30.58]  el
[05:30.88]  carpintero
[05:31.78]  maldice
[05:32.53]  y
[05:32.58]  admira
[05:33.18]  al
[05:33.38]  mismo
[05:33.85]  tiempo.
[05:36.00]  Y
[05:36.00]  acá
[05:36.00]  hay
[05:36.00]  dos
[05:36.18]  datos
[05:36.54]  que
[05:36.87]  parecen
[05:37.62]  de
[05:37.84]  otro
[05:38.33]  planeta,
[05:39.09]  pero
[05:39.43]  son
[05:39.68]  reales.
[05:40.68]  Primero,
[05:41.56]  se
[05:41.85]  hunde
[05:42.54]  en
[05:42.82]  el
[05:43.10]  agua.
[05:43.88]  La
[05:44.03]  madera
[05:44.24]  flota,
[05:44.76]  todos
[05:45.09]  lo
[05:45.22]  sabemos,
[05:45.84]  es
[05:46.00]  lo
[05:46.14]  que
[05:46.24]  hace
[05:46.69]  la
[05:46.77]  madera.
[05:47.60]  El
[05:47.77]  quebracho
[05:48.77]  no,
[05:49.19]  es
[05:49.43]  tan
[05:49.77]  denso,
[05:50.60]  está
[05:51.16]  tan
[05:51.64]  apretado
[05:52.08]  que
[05:52.32]  pesa
[05:52.64]  más
[05:52.96]  que
[05:53.20]  el
[05:53.36]  agua
[05:53.68]  y
[05:53.76]  se
[05:53.92]  va
[05:54.08]  derecho
[05:54.65]  al
[05:54.81]  fondo
[05:55.21]  como
[05:55.53]  una
[05:55.77]  piedra.
[05:56.97]  Poquísimas
[05:57.81]  maderas
[05:58.46]  en
[05:58.64]  el
[05:58.82]  mundo
[05:59.28]  hacen
[05:59.74]  eso.
[06:00.28]  Y
[06:00.46]  segundo,
[06:01.52]  arde
[06:01.92]  tan
[06:02.22]  caliente
[06:03.13]  que
[06:03.33]  es
[06:03.53]  peligroso.
[06:05.00]  El
[06:05.11]  quebracho
[06:05.48]  como
[06:05.73]  lena
[06:05.98]  da
[06:06.17]  un
[06:06.22]  calor
[06:06.60]  brutal,
[06:07.64]  muchísimo
[06:08.31]  más
[06:08.65]  que
[06:08.92]  cualquier
[06:09.71]  lena
[06:10.05]  común
[06:10.57]  y
[06:10.65]  unas
[06:11.05]  brasas
[06:11.52]  que
[06:11.78]  duran
[06:12.59]  horas.
[06:12.92]  Tanto
[06:13.28]  que
[06:13.62]  el
[06:13.85]  que
[06:14.19]  sabe
[06:14.64]  te
[06:14.87]  avisa.
[06:15.72]  Cuidado
[06:15.98]  con
[06:16.18]  meterlo
[06:16.65]  en
[06:16.78]  una
[06:16.98]  estufa
[06:17.44]  común
[06:17.96]  o
[06:17.98]  en
[06:18.10]  una
[06:18.54]  salamandra
[06:19.13]  barata,
[06:19.76]  porque
[06:20.15]  el
[06:20.34]  calor
[06:20.83]  que
[06:21.13]  larga
[06:21.60]  puede
[06:22.09]  rajar
[06:22.65]  el
[06:22.76]  hierro
[06:23.34]  o
[06:23.42]  la
[06:23.62]  chapa.
[06:24.40]  Una
[06:24.57]  lena
[06:24.90]  que
[06:25.19]  rompe
[06:25.70]  la
[06:25.90]  estufa.
[06:26.94]  Así
[06:27.34]  de
[06:27.63]  bestia
[06:28.59]  es
[06:28.78]  esta
[06:29.61]  madera.
[06:30.52]  Ahora
[06:30.69]  déjame
[06:31.12]  contarte
[06:31.69]  de
[06:31.79]  las
[06:31.99]  especies
[06:32.60]  una
[06:32.96]  por
[06:33.41]  una,
[06:33.96]  porque
[06:34.13]  no
[06:34.22]  son
[06:34.39]  todas
[06:34.68]  iguales
[06:35.13]  y
[06:35.13]  te
[06:35.24]  conviene
[06:35.79]  saber
[06:35.99]  cuál
[06:36.29]  es
[06:36.39]  cuál.
[06:37.12]  El
[06:37.29]  rey
[06:37.42]  es
[06:37.62]  el
[06:37.82]  quebracho
[06:38.73]  colorado,
[06:39.97]  colorado
[06:40.40]  por
[06:40.61]  el
[06:40.75]  color
[06:41.09]  de
[06:41.23]  su
[06:41.76]  madera,
[06:42.32]  un
[06:42.49]  rojo
[06:42.87]  oscuro
[06:43.62]  precioso.
[06:45.24]  Es
[06:45.32]  de
[06:45.41]  las
[06:45.53]  maderas
[06:46.02]  más
[06:46.30]  duras
[06:46.65]  y
[06:46.72]  más
[06:47.07]  pesadas
[06:47.50]  del
[06:47.70]  mundo
[06:48.14]  entero.
[06:48.88]  Competi
[06:49.37]  contra
[06:50.08]  cualquiera.
[06:51.48]  Un
[06:51.65]  poste
[06:51.73]  de
[06:51.86]  quebracho
[06:52.43]  colorado
[06:52.96]  enterrado
[06:53.60]  en
[06:53.74]  el
[06:53.81]  suelo
[06:54.56]  puede
[06:54.96]  durar
[06:55.36]  más
[06:55.63]  que
[06:55.84]  la
[06:55.84]  persona
[06:56.65]  que
[06:56.73]  lo
[06:56.89]  puso.
[06:57.48]  En
[06:57.71]  serio.
[06:58.84]  Hay
[06:59.01]  postes
[06:59.14]  colorados
[06:59.63]  de
[06:59.75]  hace
[07:00.01]  más
[07:00.21]  de
[07:00.30]  100
[07:00.88]  años
[07:01.69]  todavía
[07:02.50]  parados
[07:03.40]  y
[07:03.79]  sanos.
[07:04.80]  Después
[07:05.20]  está
[07:05.58]  el
[07:05.73]  quebracho
[07:06.40]  blanco,
[07:07.06]  un
[07:07.20]  poco
[07:07.65]  menos
[07:07.73]  duro,
[07:08.04]  pero
[07:08.34]  durísimo,
[07:09.15]  igual,
[07:09.75]  más
[07:09.88]  claro.
[07:11.16]  El
[07:11.24]  nandubay,
[07:12.11]  el
[07:12.36]  clásico
[07:12.87]  del
[07:13.09]  alambrado
[07:13.96]  del
[07:14.01]  litoral,
[07:14.88]  retorcido,
[07:16.11]  imposible
[07:16.72]  de
[07:16.80]  voltear,
[07:17.84]  que
[07:18.01]  aguanta
[07:18.48]  la
[07:18.64]  humedad
[07:19.24]  del
[07:19.49]  río
[07:19.82]  décadas.
[07:21.20]  El
[07:21.21]  urunday,
[07:21.92]  rojizo,
[07:22.56]  que
[07:22.87]  se
[07:22.96]  usaba
[07:23.37]  para
[07:23.89]  las
[07:23.93]  obras
[07:24.33]  que
[07:24.57]  tenían
[07:25.14]  que
[07:25.37]  durar
[07:25.94]  de
[07:25.99]  verdad.
[07:27.00]  El
[07:27.17]  hitín,
[07:27.70]  tan
[07:27.97]  denso
[07:28.42]  que
[07:28.69]  casi
[07:29.05]  no
[07:29.26]  se
[07:29.41]  puede
[07:29.89]  trabajar.
[07:31.24]  Y
[07:31.25]  el
[07:31.39]  algarrobo,
[07:32.03]  que
[07:32.25]  además
[07:32.76]  de
[07:32.90]  duro,
[07:33.40]  es
[07:33.64]  noble
[07:34.26]  y
[07:34.38]  hermoso
[07:35.24]  para
[07:36.10]  los
[07:36.19]  muebles.
[07:37.24]  Y
[07:37.41]  acá
[07:37.44]  hay
[07:37.68]  algo
[07:38.00]  que
[07:38.24]  quiero
[07:38.73]  que
[07:39.07]  entiendas,
[07:40.09]  porque
[07:40.46]  es
[07:40.65]  la
[07:40.82]  clave.
[07:41.76]  Todas
[07:41.94]  estas
[07:42.33]  maderas
[07:42.96]  tienen
[07:43.34]  lo
[07:43.59]  mismo
[07:43.88]  en
[07:44.09]  común.
[07:45.16]  Crecieron
[07:45.95]  peleando.
[07:47.08]  En
[07:47.25]  suelos
[07:47.64]  secos,
[07:48.31]  duros,
[07:49.04]  con
[07:49.37]  poca
[07:49.97]  agua,
[07:50.69]  castigadas
[07:51.39]  por
[07:51.69]  el
[07:51.82]  sol
[07:52.08]  y
[07:52.16]  la
[07:52.35]  sequía.
[07:53.44]  La
[07:53.61]  comodidad
[07:54.10]  hace
[07:54.42]  madera
[07:54.89]  blanda.
[07:55.84]  La
[07:56.02]  pelea
[07:56.41]  hace
[07:56.85]  madera
[07:57.51]  eterna.
[07:58.72]  Guárdate
[08:00.10]  esa
[08:00.63]  frase.
[08:01.80]  Y
[08:01.94]  hay
[08:01.98]  algo
[08:02.29]  más
[08:02.63]  que
[08:02.97]  no
[08:03.07]  te
[08:03.24]  dije
[08:03.64]  y
[08:03.80]  es
[08:04.13]  que
[08:04.24]  además
[08:04.69]  de
[08:04.87]  eterna,
[08:05.77]  esta
[08:06.20]  madera
[08:06.84]  es
[08:07.11]  hermosa.
[08:08.08]  El
[08:08.24]  quebracho
[08:08.67]  colorado
[08:09.25]  bien
[08:09.54]  lustrado
[08:10.16]  tiene
[08:10.44]  un
[08:10.60]  rojo
[08:10.97]  profundo,
[08:11.76]  cálido,
[08:12.92]  con
[08:13.09]  vetas
[08:13.46]  que
[08:13.73]  parecen
[08:14.39]  fuego
[08:14.85]  quieto.
[08:16.07]  El
[08:16.09]  algarrobo
[08:16.74]  tiene
[08:17.14]  esos
[08:17.45]  dibujos
[08:17.99]  oscuros
[08:18.75]  que
[08:18.81]  ningún
[08:19.33]  barniz
[08:19.76]  puede
[08:20.15]  imitar.
[08:21.16]  Por
[08:21.33]  eso,
[08:21.76]  el
[08:21.95]  que
[08:22.36]  sabe,
[08:22.88]  no
[08:23.10]  la
[08:23.32]  usa
[08:23.65]  solo
[08:24.12]  para
[08:24.36]  los
[08:24.60]  postes.
[08:25.52]  La
[08:25.69]  guarda
[08:25.88]  para
[08:26.16]  una
[08:26.37]  mesa
[08:26.69]  que
[08:26.86]  va
[08:27.00]  a
[08:27.12]  pasar
[08:27.52]  a
[08:27.60]  los
[08:27.85]  hijos,
[08:28.41]  para
[08:28.76]  una
[08:29.03]  tabla,
[08:29.88]  para
[08:30.06]  un
[08:30.23]  mueble
[08:30.79]  que
[08:31.07]  se
[08:31.25]  hace
[08:31.71]  una
[08:31.90]  sola
[08:32.27]  vez
[08:32.61]  y
[08:32.77]  queda.
[08:33.64]  Una
[08:33.81]  mesa
[08:33.98]  de
[08:34.13]  algarrobo
[08:34.81]  macizo
[08:35.27]  bien
[08:35.58]  hecha
[08:36.04]  no
[08:36.45]  se
[08:36.49]  tira
[08:36.79]  nunca,
[08:37.44]  se
[08:37.78]  hereda.
[08:39.00]  Y
[08:39.17]  cada
[08:39.31]  golpe,
[08:40.04]  cada
[08:40.31]  marca
[08:40.65]  que
[08:40.86]  le
[08:41.00]  va
[08:41.16]  quedando
[08:41.80]  con
